fid,tariff,lon,lat,cl,plot_name,plot_class,USE,GUD_CAT,CONF,EVIDENCE
27274,CRT Seasonal,56.519857,23.212888,92,Additional Account Tariff,Residential,Unresolved,CRT_review,Guessing,"Hellat As sad, residential"
27276,CRT Seasonal,56.519857,23.212888,92,Additional Account Tariff,Residential,Unresolved,CRT_review,Guessing,"Hellat As sad, residential"
27278,CRT Seasonal,56.519857,23.212888,92,Additional Account Tariff,Residential,Unresolved,CRT_review,Guessing,"Hellat As sad, residential"
27279,CRT Seasonal,56.519857,23.212888,92,Additional Account Tariff,Residential,Unresolved,CRT_review,Guessing,"Hellat As sad, residential"
27281,CRT Seasonal,56.519857,23.212888,92,Additional Account Tariff,Residential,Unresolved,CRT_review,Guessing,"Hellat As sad, residential"
27465,CRT Seasonal,56.521098,23.211096,-1,CRT Seasonal,Agricultural,Agricultural,agricultural,Guessing,"Agricultural plot, Hellat As'sad (no POI within 80 m)"
27811,CRT Seasonal,56.513388,23.205307,87,Commercial,Residential,Unresolved,CRT_review,Guessing,As Sulayf
27927,CRT Time of Use,56.42917,23.227666,-1,Commercial,Agricultural,Agricultural,agricultural,Guessing,"Agricultural plot, Hay Assa' adah (no POI within 80 m)"
27928,CRT Time of Use,56.376367,23.281234,21,CRT Time of Use,Residential,Government,government,Likely,"Ibri Police Headquarters campus, Bu Khabi (Nominatim + Google sat)"
27929,CRT Time of Use,56.376367,23.281234,21,CRT Time of Use,Residential,Government,government,Likely,"Ibri Police Headquarters campus, Bu Khabi (Nominatim + Google sat)"
27930,CRT Time of Use,56.376367,23.281234,21,CRT Time of Use,Residential,Government,government,Likely,"Ibri Police Headquarters campus, Bu Khabi (Nominatim + Google sat)"
27931,CRT Time of Use,56.376367,23.281234,21,CRT Time of Use,Residential,Government,government,Likely,"Ibri Police Headquarters campus, Bu Khabi (Nominatim + Google sat)"
27932,CRT Time of Use,56.376367,23.281234,21,CRT Time of Use,Residential,Government,government,Likely,"Ibri Police Headquarters campus, Bu Khabi (Nominatim + Google sat)"
27933,CRT Time of Use,56.376367,23.281234,21,CRT Time of Use,Residential,Government,government,Likely,"Ibri Police Headquarters campus, Bu Khabi (Nominatim + Google sat)"
27934,CRT Time of Use,56.376367,23.281234,21,CRT Time of Use,Residential,Government,government,Likely,"Ibri Police Headquarters campus, Bu Khabi (Nominatim + Google sat)"
27935,CRT Time of Use,56.376367,23.281234,21,CRT Time of Use,Residential,Government,government,Likely,"Ibri Police Headquarters campus, Bu Khabi (Nominatim + Google sat)"
27936,CRT Time of Use,56.376367,23.281234,21,CRT Time of Use,Residential,Government,government,Likely,"Ibri Police Headquarters campus, Bu Khabi (Nominatim + Google sat)"
27937,CRT Time of Use,56.38004,23.272361,16,CRT Seasonal,Residential,Government,government,Likely,Ibri Police Headquarters (Nominatim)
27938,CRT Time of Use,56.38004,23.272361,16,CRT Seasonal,Residential,Government,government,Likely,Ibri Police Headquarters (Nominatim)
27939,CRT Time of Use,56.38004,23.272361,16,CRT Seasonal,Residential,Government,government,Likely,Ibri Police Headquarters (Nominatim)
27940,CRT Time of Use,56.383117,23.275622,18,CRT Seasonal,Residential,Government,government,Likely,Ibri Police Headquarters (Nominatim)
27941,CRT Time of Use,56.383117,23.275622,18,CRT Seasonal,Residential,Government,government,Likely,Ibri Police Headquarters (Nominatim)
27942,CRT Time of Use,56.383117,23.275622,18,CRT Seasonal,Residential,Government,government,Likely,Ibri Police Headquarters (Nominatim)
27943,CRT Time of Use,56.383117,23.275622,18,CRT Seasonal,Residential,Government,government,Likely,Ibri Police Headquarters (Nominatim)
27944,CRT Time of Use,56.378681,23.272788,-1,CRT Seasonal,Residential,Government,government,Guessing,"Ibri Police Headquarters (police, Nominatim)"
27945,CRT Time of Use,56.378681,23.272788,-1,CRT Seasonal,Residential,Government,government,Guessing,"Ibri Police Headquarters (police, Nominatim)"
27946,CRT Time of Use,56.37711,23.275114,-1,CRT Seasonal,Residential,Government,government,Guessing,"Ibri Police Headquarters (police, Nominatim)"
27947,CRT Time of Use,56.456641,23.219102,79,CRT Time of Use,Residential-Commercial,Government,government,Certain,"Al Akhdar Post Office, Health Center, Directorate-General for Education (OSM)"
27948,CRT Time of Use,56.495054,23.218071,-1,Commercial,Residential,Commercial,non_domestic,Likely,Two Rials [shop=variety_store] 44m
27950,CRT Seasonal,56.445442,23.224925,-1,Commercial,Residential,Unresolved,CRT_review,Guessing,Al Jahli: no POI within 80 m
27951,CRT Time of Use,56.455088,23.222072,81,CRT Time of Use,Residential-Commercial,Education,government,Likely,"UTAS Ibri Al Akhdar campus, D Building, storage (OSM + Nominatim)"
27952,CRT Time of Use,56.455055,23.222034,81,CRT Time of Use,Residential-Commercial,Education,government,Likely,"UTAS Ibri Al Akhdar campus, D Building, storage (OSM + Nominatim)"
27953,CRT Time of Use,56.49578,23.225486,-1,CRT Time of Use,Residential,Unresolved,CRT_review,Guessing,no POI within 80 m
27954,CRT Time of Use,56.485362,23.218513,136,Primary Account Tariff,Residential,Education,government,Likely,Indian School Ibri (OSM 40 m)
27955,CRT Time of Use,56.515309,23.231911,-1,Government,Agricultural,Government,government,Likely,بلدية عبري [building=yes] 74m
27956,CRT Time of Use,56.496835,23.233947,153,Commercial,Residential,Unresolved,CRT_review,Guessing,"Al Orobah, parking only (OSM)"
27957,CRT Time of Use,56.426098,23.230933,54,Government,Residential,Health,government,Likely,Ibri Hospital (Nominatim nearest)
27958,CRT Time of Use,56.426181,23.231045,54,Government,Residential,Health,government,Likely,Ibri Hospital (Nominatim nearest)
27959,CRT Time of Use,56.426303,23.231182,54,Government,Residential,Health,government,Likely,Ibri Hospital (Nominatim nearest)
27960,CRT Time of Use,56.426223,23.231088,54,Government,Residential,Health,government,Likely,Ibri Hospital (Nominatim nearest)
27961,CRT Time of Use,56.426262,23.231141,54,Government,Residential,Health,government,Likely,Ibri Hospital (Nominatim nearest)
27962,CRT Time of Use,56.454179,23.219533,80,CRT Time of Use,Residential-Commercial,Religious,government,Likely,"College Mosque, Al Akhdar (OSM 14 m)"
27963,CRT Time of Use,56.458492,23.218863,79,Commercial,Agricultural,Government,government,Certain,"Al Akhdar Post Office, Health Center, Directorate-General for Education (OSM)"
27964,CRT Time of Use,56.45416,23.21955,80,CRT Time of Use,Residential-Commercial,Religious,government,Likely,"College Mosque, Al Akhdar (OSM 14 m)"
27965,CRT Time of Use,56.454869,23.221899,81,CRT Time of Use,Residential-Commercial,Education,government,Likely,"UTAS Ibri Al Akhdar campus, D Building, storage (OSM + Nominatim)"
27966,CRT Time of Use,56.454902,23.221894,81,CRT Time of Use,Residential-Commercial,Education,government,Likely,"UTAS Ibri Al Akhdar campus, D Building, storage (OSM + Nominatim)"
27967,CRT Fixed Rate,56.521828,23.258943,57,Government,Commercial,Commercial,non_domestic,Certain,"LuLu Hypermarket Silmi, CRT Fixed Rate (OSM 45 m)"
27968,CRT Fixed Rate,56.521828,23.258943,57,Government,Commercial,Commercial,non_domestic,Certain,"LuLu Hypermarket Silmi, CRT Fixed Rate (OSM 45 m)"
27969,CRT Fixed Rate,56.521828,23.258943,57,Government,Commercial,Commercial,non_domestic,Certain,"LuLu Hypermarket Silmi, CRT Fixed Rate (OSM 45 m)"
27970,CRT Fixed Rate,56.521828,23.258943,57,Government,Commercial,Commercial,non_domestic,Certain,"LuLu Hypermarket Silmi, CRT Fixed Rate (OSM 45 m)"
27971,CRT Time of Use,56.458451,23.218902,79,Commercial,Agricultural,Government,government,Certain,"Al Akhdar Post Office, Health Center, Directorate-General for Education (OSM)"
27972,CRT Time of Use,56.488721,23.214578,-1,Commercial,Residential,Unresolved,CRT_review,Guessing,Mazra bin Khater: no POI within 80 m
27973,CRT Time of Use,56.502097,23.219311,130,Commercial,Residential-Commercial,Commercial,non_domestic,Certain,"Karama Building Materials, MAX (OSM)"
27974,CRT Time of Use,56.502179,23.219306,130,Commercial,Residential-Commercial,Commercial,non_domestic,Certain,"Karama Building Materials, MAX (OSM)"
27975,CRT Time of Use,56.502345,23.218806,130,Commercial,Residential-Commercial,Commercial,non_domestic,Certain,"Karama Building Materials, MAX (OSM)"
27976,CRT Time of Use,56.502356,23.218837,130,Commercial,Residential-Commercial,Commercial,non_domestic,Certain,"Karama Building Materials, MAX (OSM)"
27977,CRT Time of Use,56.426142,23.230995,54,Government,Residential,Health,government,Likely,Ibri Hospital (Nominatim nearest)
27978,CRT Time of Use,56.45745,23.219034,79,CRT Time of Use,Agricultural,Government,government,Certain,"Al Akhdar Post Office, Health Center, Directorate-General for Education (OSM)"
27979,CRT Time of Use,56.447115,23.220633,-1,CRT Time of Use,Residential,Government,government,Likely,Directorate General Of Manpower [building=yes] 56m
27980,CRT Time of Use,56.421335,23.242747,50,Commercial,Residential,Education,government,Likely,"College of Technology, Saih Al Masarrat (Nominatim)"
27981,CRT Time of Use,56.421316,23.242734,50,Commercial,Residential,Education,government,Likely,"College of Technology, Saih Al Masarrat (Nominatim)"
27982,CRT Time of Use,56.421307,23.245307,-1,Commercial,Residential,Education,government,Guessing,"College of Technology (college, Nominatim)"
27983,CRT Time of Use,56.421307,23.245307,-1,Commercial,Residential,Education,government,Guessing,"College of Technology (college, Nominatim)"
27984,CRT Time of Use,56.421298,23.242723,50,Commercial,Residential,Education,government,Likely,"College of Technology, Saih Al Masarrat (Nominatim)"
27985,CRT Time of Use,56.421278,23.242713,50,Commercial,Residential,Education,government,Likely,"College of Technology, Saih Al Masarrat (Nominatim)"
27986,CRT Time of Use,56.421257,23.2427,50,Commercial,Residential,Education,government,Likely,"College of Technology, Saih Al Masarrat (Nominatim)"
27987,CRT Time of Use,56.465937,23.159445,35,CRT Time of Use,Industrial,Industrial,industrial,Certain,"Al Mukhtobiyah industrial estate, warehouses, Industrial plots (Google sat)"
27988,CRT Time of Use,56.53875,23.267538,-1,Commercial,Residential-Commercial,Unresolved,CRT_review,Guessing,Al Ghabbi: no POI within 80 m
27989,CRT Time of Use,56.538718,23.267576,-1,Commercial,Residential-Commercial,Unresolved,CRT_review,Guessing,Al Ghabbi: no POI within 80 m
27990,CRT Time of Use,56.489183,23.217861,137,CRT Time of Use,Residential,Commercial,non_domestic,Certain,"Makkah Hypermarket, Ramez Hypermarket (OSM)"
27991,CRT Seasonal,56.48042,23.217792,-1,CRT Seasonal,Residential-Commercial,Commercial,non_domestic,Likely,Changan Auto [shop=car;building=yes] 37m
27992,CRT Time of Use,56.48917,23.217861,137,CRT Time of Use,Residential,Commercial,non_domestic,Certain,"Makkah Hypermarket, Ramez Hypermarket (OSM)"
27993,CRT Time of Use,56.481895,23.217102,128,Primary Account Tariff,Residential-Commercial,Commercial,non_domestic,Guessing,"A SSFA, Res-Com plots on Sultan Thuwaini road"
27994,CRT Time of Use,56.704531,23.18571,-1,CRT Time of Use,Residential,Unresolved,CRT_review,Guessing,سويد الماء: no POI within 80 m
27995,CRT Time of Use,56.48201,23.217419,128,CRT Time of Use,Residential-Commercial,Commercial,non_domestic,Guessing,"A SSFA, Res-Com plots on Sultan Thuwaini road"
27996,CRT Time of Use,56.458557,23.216455,78,CRT Seasonal,Residential,Commercial,non_domestic,Certain,"Ibri Bawadi Mall / Lulu Hypermarket, Chicking (Google sat + OSM)"
27997,CRT Seasonal,56.458458,23.216326,78,CRT Seasonal,Residential,Commercial,non_domestic,Certain,"Ibri Bawadi Mall / Lulu Hypermarket, Chicking (Google sat + OSM)"
28340,CRT Seasonal,56.513052,23.21727,-1,Additional Account Tariff,Residential-Commercial,Unresolved,CRT_review,Guessing,Hellat As'sad: no POI within 80 m
29006,CRT Time of Use,56.53198,23.264294,-1,Commercial,Residential,Unresolved,CRT_review,Guessing,Al Ghabbi: no POI within 80 m
29321,CRT Time of Use,56.514701,23.251863,110,Additional Account Tariff,Residential,Unresolved,CRT_review,Guessing,"Silmi, residential"
29322,CRT Time of Use,56.514701,23.251863,110,Additional Account Tariff,Residential,Unresolved,CRT_review,Guessing,"Silmi, residential"
29323,CRT Time of Use,56.514701,23.251863,110,Additional Account Tariff,Residential,Unresolved,CRT_review,Guessing,"Silmi, residential"
29391,CRT Seasonal,56.488058,23.215679,-1,,,Commercial,non_domestic,Likely,Burthukal Juices [amenity=fast_food] 9m
30137,CRT Seasonal,56.597854,23.323782,-1,,,Unresolved,CRT_review,Guessing,Ad Dariz: no POI within 80 m
30183,CRT Time of Use,56.51769,23.218721,-1,CRT Time of Use,Residential,Unresolved,CRT_review,Guessing,Hellat As'sad: no POI within 80 m
30325,CRT Seasonal,56.37171,23.291473,-1,,,Unresolved,CRT_review,Guessing,Bu Khabi: no POI within 80 m
30326,CRT Seasonal,56.424687,23.253802,-1,,,Unresolved,CRT_review,Guessing,Hay Assa' adah: no POI within 80 m
30468,CRT Seasonal,56.500187,23.231603,-1,,,Religious,government,Likely,? [amenity=place_of_worship] 75m
30470,CRT Time of Use,56.489908,23.215821,-1,,,Commercial,non_domestic,Likely,نور الخليج [amenity=fast_food] 7m
30662,CRT Seasonal,56.500146,23.231611,-1,Primary Account Tariff,Residential,Religious,government,Likely,? [amenity=place_of_worship] 79m
30707,CRT Seasonal,56.492582,23.217404,138,,,Commercial,non_domestic,Likely,"Photographer, Muscat Pharmacy, Ibri Road (OSM)"
31228,Industrial,56.496711,23.234606,153,Commercial,Residential,Industrial,industrial,Certain,"Industrial tariff; Al Orobah, parking only (OSM)"
31239,CRT Seasonal,56.721538,23.179921,-1,,,Unresolved,CRT_review,Guessing,لقيع: no POI within 80 m
31240,CRT Seasonal,56.679788,23.194526,-1,,,Unresolved,CRT_review,Guessing,الجبية: no POI within 80 m
31255,CRT Seasonal,56.611855,23.320825,1,Commercial,Residential-Commercial,Health,government,Likely,"Horizons Medical, veterinary, Ad Dariz (OSM)"
31256,CRT Seasonal,56.611855,23.320825,1,Commercial,Residential-Commercial,Health,government,Likely,"Horizons Medical, veterinary, Ad Dariz (OSM)"
31446,CRT Seasonal,56.46539,23.159826,35,CRT Seasonal,Industrial,Industrial,industrial,Certain,"Al Mukhtobiyah industrial estate, warehouses, Industrial plots (Google sat)"
31624,CRT Seasonal,56.727773,23.273713,175,,,Commercial,non_domestic,Likely,"MAYSA national shopping, Bat village centre (OSM + Google)"
31625,CRT Seasonal,56.727773,23.273713,175,,,Commercial,non_domestic,Likely,"MAYSA national shopping, Bat village centre (OSM + Google)"
31626,CRT Seasonal,56.727773,23.273713,175,,,Commercial,non_domestic,Likely,"MAYSA national shopping, Bat village centre (OSM + Google)"
31629,CRT Seasonal,56.727773,23.273713,175,,,Commercial,non_domestic,Likely,"MAYSA national shopping, Bat village centre (OSM + Google)"
31630,CRT Seasonal,56.727773,23.273713,175,,,Commercial,non_domestic,Likely,"MAYSA national shopping, Bat village centre (OSM + Google)"
31631,CRT Seasonal,56.727773,23.273713,175,,,Commercial,non_domestic,Likely,"MAYSA national shopping, Bat village centre (OSM + Google)"
31632,CRT Seasonal,56.727773,23.273713,175,,,Commercial,non_domestic,Likely,"MAYSA national shopping, Bat village centre (OSM + Google)"
31634,CRT Seasonal,56.727773,23.273713,175,,,Commercial,non_domestic,Likely,"MAYSA national shopping, Bat village centre (OSM + Google)"
31766,CRT Time of Use,56.486,23.210902,-1,,,Unresolved,CRT_review,Guessing,no POI within 80 m
31767,CRT Time of Use,56.486,23.210902,-1,,,Unresolved,CRT_review,Guessing,no POI within 80 m
31804,CRT Seasonal,56.616398,23.314174,-1,,,Unresolved,CRT_review,Guessing,Ad Dariz: no POI within 80 m
31816,CRT Seasonal,56.745863,23.163424,-1,,,Unresolved,CRT_review,Guessing,لقيع: no POI within 80 m
31972,CRT Seasonal,56.481945,23.238477,-1,,,Unresolved,CRT_review,Guessing,Al Orobah: no POI within 80 m
32059,CRT Time of Use,56.511713,23.24941,-1,,,Unresolved,CRT_review,Guessing,Silmi: no POI within 80 m
32082,CRT Seasonal,56.526973,23.230705,-1,Commercial,Residential,Religious,government,Likely,جامع حي العقبة [amenity=place_of_worship] 58m
32389,CRT Time of Use,56.615966,23.317538,6,Commercial,Residential,Commercial,non_domestic,Certain,"Riad Al Driz Shopping Center, Ad Dariz (OSM)"
32392,CRT Time of Use,56.615966,23.317538,6,Commercial,Residential,Commercial,non_domestic,Certain,"Riad Al Driz Shopping Center, Ad Dariz (OSM)"
32396,CRT Time of Use,56.615966,23.317538,6,Commercial,Residential,Commercial,non_domestic,Certain,"Riad Al Driz Shopping Center, Ad Dariz (OSM)"
32398,CRT Time of Use,56.615966,23.317538,6,Commercial,Residential,Commercial,non_domestic,Certain,"Riad Al Driz Shopping Center, Ad Dariz (OSM)"
32399,CRT Time of Use,56.615966,23.317538,6,Commercial,Residential,Commercial,non_domestic,Certain,"Riad Al Driz Shopping Center, Ad Dariz (OSM)"
32401,CRT Time of Use,56.615966,23.317538,6,Commercial,Residential,Commercial,non_domestic,Certain,"Riad Al Driz Shopping Center, Ad Dariz (OSM)"
32405,CRT Time of Use,56.615966,23.317538,6,Commercial,Residential,Commercial,non_domestic,Certain,"Riad Al Driz Shopping Center, Ad Dariz (OSM)"
32421,CRT Seasonal,56.513298,23.249497,-1,Commercial,Commercial,Unresolved,CRT_review,Guessing,Al Ghabbi: no POI within 80 m
32495,CRT Seasonal,56.497303,23.228387,-1,Commercial,Residential,Unresolved,CRT_review,Guessing,Ibri Old village: no POI within 80 m
32524,CRT Time of Use,56.465679,23.150684,-1,CRT Time of Use,Residential,Unresolved,CRT_review,Guessing,Al Mukhtobiyah: no POI within 80 m
32544,CRT Seasonal,56.384732,23.273962,-1,CRT Seasonal,Residential,Unresolved,CRT_review,Guessing,سيح المسرات: no POI within 80 m
32578,CRT Seasonal,56.590514,23.223982,-1,,,Unresolved,CRT_review,Guessing,AL Qurayn: no POI within 80 m
32644,CRT Seasonal,56.474036,23.144359,-1,,,Unresolved,CRT_review,Guessing,Tanaam: no POI within 80 m
32737,CRT Seasonal,56.492818,23.21619,139,Commercial,Residential,Commercial,non_domestic,Certain,"Al Hashar Automotive, Al-huad Pharmacy, Muscat Bank, Oman Oil (OSM)"
32738,CRT Seasonal,56.492818,23.21619,139,Commercial,Residential,Commercial,non_domestic,Certain,"Al Hashar Automotive, Al-huad Pharmacy, Muscat Bank, Oman Oil (OSM)"
32740,CRT Seasonal,56.492818,23.21619,139,Commercial,Residential,Commercial,non_domestic,Certain,"Al Hashar Automotive, Al-huad Pharmacy, Muscat Bank, Oman Oil (OSM)"
32756,CRT Seasonal,56.661178,23.20377,-1,Additional Account Tariff,Residential,Unresolved,CRT_review,Guessing,الجبية: no POI within 80 m
32767,CRT Seasonal,56.611218,23.216352,-1,Primary Account Tariff,Residential,Unresolved,CRT_review,Guessing,معيريد: no POI within 80 m
32844,CRT Seasonal,56.458466,23.217383,78,,,Commercial,non_domestic,Certain,"Ibri Bawadi Mall / Lulu Hypermarket, Chicking (Google sat + OSM)"
32855,CRT Seasonal,56.56647,23.22018,-1,,,Unresolved,CRT_review,Guessing,الجبية: no POI within 80 m
32857,CRT Seasonal,56.626149,23.213613,-1,Primary Account Tariff,Residential,Unresolved,CRT_review,Guessing,معيريد: no POI within 80 m
32864,CRT Seasonal,56.54083,23.207983,-1,,,Unresolved,CRT_review,Guessing,AL Qurayn: no POI within 80 m
32886,CRT Seasonal,56.490303,23.214898,-1,,,Unresolved,CRT_review,Guessing,no POI within 80 m
32915,CRT Seasonal,56.613418,23.329369,-1,,,Unresolved,CRT_review,Guessing,Ad Dariz: no POI within 80 m
32917,CRT Time of Use,56.618593,23.311105,-1,Primary Account Tariff,Residential,Unresolved,CRT_review,Guessing,Ad Dariz: no POI within 80 m
32944,CRT Seasonal,56.515272,23.224625,95,Primary Account Tariff,Residential,Commercial,non_domestic,Certain,"Pizza Hut, Al Murtafa (OSM)"
32946,CRT Seasonal,56.515272,23.224625,95,Primary Account Tariff,Residential,Commercial,non_domestic,Certain,"Pizza Hut, Al Murtafa (OSM)"
32948,CRT Seasonal,56.515272,23.224625,95,Primary Account Tariff,Residential,Commercial,non_domestic,Certain,"Pizza Hut, Al Murtafa (OSM)"
33008,CRT Seasonal,56.3844,23.273603,-1,CRT Seasonal,Residential,Industrial,industrial,Likely,MOT Centre [landuse=industrial] 80m
33393,CRT Time of Use,56.622282,23.34106,-1,,,Unresolved,CRT_review,Guessing,Ad Dariz: no POI within 80 m
33741,CRT Time of Use,56.486033,23.212256,-1,,,Government,government,Guessing,"Ibri police Station (police, Nominatim)"
33806,CRT Time of Use,56.511609,23.21613,102,Commercial,Residential,Commercial,non_domestic,Likely,"Retail building + Shell fuel, Hayy Almazra (OSM)"
33935,CRT Seasonal,56.475085,23.185559,-1,Commercial,Residential,Unresolved,CRT_review,Guessing,Mazra bin Khater: no POI within 80 m
33960,CRT Seasonal,56.534339,23.283464,-1,Government,Agricultural,Agricultural,agricultural,Guessing,"Agricultural plot, Al Ghabbi (no POI within 80 m)"
33961,CRT Time of Use,56.466874,23.135404,-1,,,Unresolved,CRT_review,Guessing,Tanaam: no POI within 80 m
33962,CRT Time of Use,56.472728,23.20137,-1,,,Unresolved,CRT_review,Guessing,Hellat Al Nahadah: no POI within 80 m
33963,CRT Time of Use,56.380926,23.282817,-1,,,Unresolved,CRT_review,Guessing,Bu Khabi: no POI within 80 m
33964,CRT Time of Use,56.538587,23.245412,-1,,,Telecom/Utility,non_domestic,Likely,? [man_made=tower] 27m
33965,CRT Time of Use,56.495879,23.227015,145,,,Telecom/Utility,non_domestic,Likely,"PBX connections building, Ibri Old village (OSM)"
33966,CRT Time of Use,56.49258,23.217424,138,Commercial,Residential,Commercial,non_domestic,Likely,"Photographer, Muscat Pharmacy, Ibri Road (OSM)"
33967,CRT Seasonal,56.45374,23.219311,80,,,Religious,government,Likely,"College Mosque, Al Akhdar (OSM 14 m)"
33968,CRT Time of Use,56.433161,23.228914,-1,,,Unresolved,CRT_review,Guessing,Hay Assa' adah: no POI within 80 m
33969,CRT Time of Use,56.472765,23.133578,-1,,,Unresolved,CRT_review,Guessing,Tanaam: no POI within 80 m
33970,CRT Time of Use,56.570185,23.249177,-1,CRT Time of Use,Residential,Unresolved,CRT_review,Guessing,Al Ghabbi: no POI within 80 m
