FEATUREID,PKG,TIER,props_up,len_up_m,qadf_m3d,pf,qpk_ls,od_built_mm,dn_our_rules,slope_built_pct,slope_req_pct,slope_ratio,dod_built,v_built_ms,surcharged,dod_limit,over_dod,under_self_cleansing,over_vmax,depth_ds_m
L012224,5A-5,lateral,13.0,268.1,11.33,3.57,0.47,160,200,0.603,0.5,1.21,0.136,0.321,0,0.65,0,1,0,2.894999999999982
L012086,5A-5,sub_main,192.0,4396.3,167.61,3.29,6.38,160,200,0.342,0.5,0.68,0.617,0.553,0,0.65,0,1,0,4.590000000000032
L012223,5A-5,lateral,0.0,227.8,0.16,3.57,0.01,160,200,0.601,0.5,1.2,0.021,0.076,0,0.65,0,1,0,3.072000000000003
L012085,5A-5,sub_main,194.0,4435.1,169.35,3.29,6.44,160,200,0.412,0.5,0.82,0.584,0.597,0,0.65,0,1,0,5.980000000000018
L012222,5A-5,lateral,0.0,29.7,0.02,3.57,0.0,160,200,0.6,0.5,1.2,0.009,0.034,0,0.65,0,1,0,2.168000000000006
L012170,5A-5,lateral,0.0,191.7,0.14,3.57,0.01,160,200,0.6,0.5,1.2,0.019,0.071,0,0.65,0,1,0,2.954999999999984
L012175,5A-5,lateral,0.0,58.4,0.04,3.57,0.0,160,200,0.6,0.5,1.2,0.012,0.045,0,0.65,0,1,0,2.770000000000039
L012173,5A-5,lateral,0.0,95.8,0.07,3.57,0.0,160,200,2.609,0.5,5.22,0.01,0.088,0,0.65,0,1,0,2.870000000000005
L012084,5A-5,sub_main,197.0,4470.4,171.95,3.28,6.53,160,200,0.396,0.5,0.79,0.596,0.589,0,0.65,0,1,0,6.899999999999977
L012174,5A-5,lateral,0.0,68.2,0.05,3.57,0.0,160,200,2.608,0.5,5.22,0.009,0.077,0,0.65,0,1,0,2.398000000000025
L012083,5A-5,sub_main,198.0,4510.7,172.83,3.28,6.56,160,200,0.397,0.5,0.79,0.598,0.59,0,0.65,0,1,0,5.519999999999982
L012221,5A-5,lateral,0.0,34.1,0.02,3.57,0.0,160,200,2.61,0.5,5.22,0.007,0.058,0,0.65,0,1,0,1.720000000000027
L012169,5A-5,lateral,2.0,22.3,1.73,3.57,0.07,160,200,2.961,0.5,5.92,0.04,0.298,0,0.65,0,1,0,1.0
L012168,5A-5,lateral,0.0,21.6,0.02,3.57,0.0,160,200,3.29,0.5,6.58,0.006,0.051,0,0.65,0,1,0,0.800000000000011
L012739,5A-5,lateral,7.0,72.7,6.05,3.57,0.25,160,200,0.936,0.5,1.87,0.092,0.306,0,0.65,0,1,0,0.900000000000034
L012740,5A-5,lateral,9.0,104.4,7.78,3.57,0.32,160,200,1.137,0.5,2.27,0.098,0.355,0,0.65,0,1,0,2.189999999999998
L012166,5A-5,lateral,1.0,22.3,0.87,3.57,0.04,160,200,0.582,0.5,1.16,0.043,0.136,0,0.65,0,1,0,1.269999999999982
L012276,5A-5,lateral,0.0,19.7,0.01,3.57,0.0,160,200,0.608,0.5,1.22,0.008,0.029,0,0.65,0,1,0,1.160000000000025
L012285,5A-5,lateral,3.0,108.7,2.65,3.57,0.11,160,200,1.119,0.5,2.24,0.06,0.248,0,0.65,0,1,0,1.319999999999993
L012069,5A-5,sub_main,686.0,15994.4,599.07,2.82,19.55,160,250,0.364,0.375,0.97,,,1,0.65,0,0,0,3.930000000000007
L012082,5A-5,sub_main,199.0,4550.0,173.72,3.28,6.59,160,200,0.382,0.5,0.76,0.607,0.582,0,0.65,0,1,0,5.089999999999975
L012068,5A-5,sub_main,686.0,15963.1,599.05,2.82,19.55,160,250,0.364,0.375,0.97,,,1,0.65,0,0,0,3.906000000000006
L012157,5A-5,lateral,23.0,544.3,20.09,3.57,0.83,160,200,1.1,0.5,2.2,0.155,0.474,0,0.65,0,1,0,1.770000000000039
L012067,5A-5,sub_main,686.0,15935.7,599.03,2.82,19.55,160,250,0.364,0.375,0.97,,,1,0.65,0,0,0,3.956000000000017
L012077,5A-5,lateral,23.0,518.8,20.07,3.57,0.83,160,200,1.125,0.5,2.25,0.154,0.477,0,0.65,0,1,0,1.599999999999966
L012066,5A-5,sub_main,686.0,15909.5,599.01,2.82,19.55,160,250,0.364,0.375,0.97,,,1,0.65,0,0,0,4.180999999999983
L012081,5A-5,sub_main,199.0,4586.2,173.75,3.28,6.59,160,200,0.414,0.5,0.83,0.591,0.601,0,0.65,0,1,0,5.300000000000011
L012318,5A-5,lateral,13.0,305.4,11.35,3.57,0.47,160,200,1.091,0.5,2.18,0.118,0.395,0,0.65,0,1,0,1.399999999999977
L012065,5A-5,sub_main,686.0,15881.0,598.99,2.82,19.55,160,250,0.365,0.375,0.97,,,1,0.65,0,0,0,4.656999999999982
L012320,5A-5,lateral,10.0,185.8,8.7,3.57,0.36,160,200,1.106,0.5,2.21,0.104,0.364,0,0.65,0,1,0,0.980000000000018
L012080,5A-5,sub_main,201.0,4612.8,175.48,3.27,6.64,160,200,0.377,0.5,0.75,0.614,0.58,0,0.65,0,1,0,4.589999999999975
L012319,5A-5,lateral,11.0,271.5,9.62,3.57,0.4,160,200,1.098,0.5,2.2,0.109,0.375,0,0.65,0,1,0,1.46999999999997
L012064,5A-5,sub_main,686.0,15847.8,598.97,2.82,19.55,160,250,0.365,0.375,0.97,,,1,0.65,0,0,0,5.216000000000008
L012321,5A-5,lateral,8.0,156.9,6.96,3.57,0.29,160,200,1.1,0.5,2.2,0.094,0.339,0,0.65,0,1,0,1.299999999999955
L012165,5A-5,lateral,24.0,527.5,20.94,3.57,0.86,160,200,0.593,0.5,1.19,0.183,0.386,0,0.65,0,1,0,1.829999999999984
L012155,5A-5,lateral,11.0,239.7,9.59,3.57,0.4,160,200,1.128,0.5,2.26,0.109,0.379,0,0.65,0,1,0,1.579999999999984
L012063,5A-5,sub_main,686.0,15815.7,598.95,2.82,19.55,160,250,0.364,0.375,0.97,,,1,0.65,0,0,0,5.63900000000001
L012079,5A-5,sub_main,225.0,5167.8,196.43,3.23,7.34,160,200,0.436,0.5,0.87,0.624,0.627,0,0.65,0,1,0,3.800000000000011
L012268,5A-5,lateral,24.0,502.2,20.92,3.57,0.86,160,200,0.619,0.5,1.24,0.181,0.392,0,0.65,0,1,0,1.340000000000032
L012163,5A-5,lateral,2.0,75.3,1.77,3.57,0.07,160,200,0.601,0.5,1.2,0.058,0.175,0,0.65,0,1,0,1.420000000000016
L012741,5A-5,lateral,10.0,138.6,8.66,3.57,0.36,160,200,1.081,0.5,2.16,0.105,0.361,0,0.65,0,1,0,2.120000000000005
L012286,5A-5,lateral,6.0,136.3,5.24,3.57,0.22,160,200,1.087,0.5,2.17,0.083,0.307,0,0.65,0,1,0,1.910000000000025
L012275,5A-5,lateral,6.0,106.9,5.22,3.57,0.22,160,200,0.982,0.5,1.96,0.085,0.297,0,0.65,0,1,0,1.0
L012167,5A-5,lateral,12.0,169.5,10.4,3.57,0.43,160,200,1.099,0.5,2.2,0.113,0.385,0,0.65,0,1,0,0.620000000000005
L012269,5A-5,lateral,24.0,471.5,20.9,3.57,0.86,160,200,0.596,0.5,1.19,0.183,0.387,0,0.65,0,1,0,1.340000000000032
L011715,5A-5,lateral,6.0,160.7,5.25,3.57,0.22,160,200,2.012,0.5,4.02,0.072,0.38,0,0.65,0,1,0,2.619999999999948
L012270,5A-5,lateral,11.0,285.2,9.63,3.57,0.4,160,200,0.622,0.5,1.24,0.125,0.308,0,0.65,0,1,0,1.389999999999986
L011714,5A-5,lateral,2.0,30.9,1.74,3.57,0.07,160,200,0.615,0.5,1.23,0.057,0.176,0,0.65,0,1,0,2.519999999999982
L012274,5A-5,lateral,7.0,137.4,6.09,3.57,0.25,160,200,6.069,0.5,12.14,0.06,0.58,0,0.65,0,1,0,1.0
L012156,5A-5,lateral,1.0,21.3,0.87,3.57,0.04,160,200,0.61,0.5,1.22,0.042,0.138,0,0.65,0,1,0,0.95999999999998
L012062,5A-5,sub_main,686.0,15786.3,598.93,2.82,19.55,160,250,0.364,0.375,0.97,,,1,0.65,0,0,0,5.661999999999978
L012325,5A-5,lateral,10.0,184.7,8.7,3.57,0.36,160,200,1.092,0.5,2.18,0.105,0.363,0,0.65,0,1,0,1.490000000000009
L012078,5A-5,sub_main,225.0,5201.5,196.46,3.23,7.34,160,200,0.415,0.5,0.83,0.634,0.616,0,0.65,0,1,0,4.67999999999995
L012061,5A-5,sub_main,686.0,15747.5,598.9,2.82,19.54,160,250,0.365,0.375,0.97,,,1,0.65,0,0,0,5.081000000000017
L012326,5A-5,lateral,10.0,155.4,8.68,3.57,0.36,160,200,1.078,0.5,2.16,0.105,0.361,0,0.65,0,1,0,1.210000000000036
L012060,5A-5,sub_main,461.0,10515.4,402.42,2.96,13.78,160,200,0.361,0.5,0.72,,,1,0.65,0,0,0,5.248999999999967
L012059,5A-5,sub_main,461.0,10487.4,402.4,2.96,13.78,160,200,0.364,0.5,0.73,,,1,0.65,0,0,0,5.507999999999981
L012327,5A-5,lateral,10.0,122.0,8.65,3.57,0.36,160,200,1.106,0.5,2.21,0.104,0.364,0,0.65,0,1,0,1.939999999999998
L012058,5A-5,sub_main,429.0,10085.7,374.7,2.98,12.94,160,200,0.364,0.5,0.73,,,1,0.65,0,0,0,5.478999999999985
L012291,5A-5,lateral,9.0,213.8,7.86,3.57,0.32,160,200,1.08,0.5,2.16,0.1,0.35,0,0.65,0,1,0,2.729999999999961
L012271,5A-5,lateral,9.0,254.6,7.89,3.57,0.33,160,200,0.602,0.5,1.2,0.115,0.286,0,0.65,0,1,0,1.360000000000014
L012292,5A-5,lateral,9.0,238.7,7.88,3.57,0.33,160,200,1.083,0.5,2.17,0.1,0.35,0,0.65,0,1,0,2.879999999999995
L012273,5A-5,lateral,7.0,166.3,6.12,3.57,0.25,160,200,1.351,0.5,2.7,0.085,0.348,0,0.65,0,1,0,1.159999999999968
L012272,5A-5,lateral,9.0,219.8,7.87,3.57,0.32,160,200,0.6,0.5,1.2,0.115,0.286,0,0.65,0,1,0,1.200000000000045
L011718,5A-5,lateral,17.0,491.2,14.91,3.57,0.62,160,200,0.611,0.5,1.22,0.155,0.352,0,0.65,0,1,0,3.649999999999977
L012164,5A-5,lateral,1.0,18.5,0.87,3.57,0.04,160,200,0.594,0.5,1.19,0.043,0.137,0,0.65,0,1,0,1.060000000000002
L012278,5A-5,lateral,38.0,1127.2,33.36,3.57,1.38,160,200,0.529,0.5,1.06,0.237,0.428,0,0.65,0,1,0,3.980000000000018
L011709,5A-5,lateral,38.0,1151.6,33.38,3.57,1.38,160,200,0.491,0.5,0.98,0.241,0.416,0,0.65,0,1,0,4.090000000000032
L012057,5A-5,sub_main,429.0,10049.4,374.67,2.98,12.94,160,200,0.364,0.5,0.73,,,1,0.65,0,0,0,5.187000000000012
L011652,5A-5,sub_main,25.0,661.3,21.89,3.57,0.9,160,200,0.422,0.5,0.84,0.204,0.348,0,0.65,0,1,0,4.21999999999997
L011651,5A-5,sub_main,23.0,630.5,20.15,3.57,0.83,160,200,0.377,0.5,0.75,0.201,0.326,0,0.65,0,1,0,3.979999999999961
L011650,5A-5,sub_main,21.0,598.7,18.42,3.57,0.76,160,200,0.411,0.5,0.82,0.188,0.327,0,0.65,0,1,0,3.639999999999986
L011649,5A-5,sub_main,21.0,574.4,18.4,3.57,0.76,160,200,0.505,0.5,1.01,0.179,0.351,0,0.65,0,1,0,3.420000000000016
L012194,5A-5,lateral,17.0,546.7,14.95,3.57,0.62,160,200,0.246,0.5,0.49,0.193,0.256,0,0.65,0,1,0,3.46999999999997
L012193,5A-5,lateral,0.0,481.6,0.35,3.57,0.01,160,200,0.467,0.5,0.93,0.03,0.091,0,0.65,0,1,0,3.329999999999984
L012213,5A-5,lateral,13.0,146.8,11.24,3.57,0.46,160,200,0.639,0.5,1.28,0.134,0.327,0,0.65,0,1,0,2.110000000000014
L012207,5A-5,lateral,13.0,181.1,11.26,3.57,0.47,160,200,1.252,0.5,2.5,0.114,0.413,0,0.65,0,1,0,1.0
L012212,5A-5,lateral,12.0,124.8,10.37,3.57,0.43,160,200,0.596,0.5,1.19,0.131,0.311,0,0.65,0,1,0,2.240000000000009
L012134,5A-5,lateral,24.0,473.6,20.9,3.57,0.86,160,200,0.617,0.5,1.23,0.181,0.392,0,0.65,0,1,0,2.799999999999955
L012135,5A-5,lateral,26.0,504.3,22.63,3.57,0.93,160,200,0.617,0.5,1.23,0.188,0.401,0,0.65,0,1,0,2.739999999999952
L012197,5A-5,lateral,12.0,168.3,10.4,3.57,0.43,160,200,1.111,0.5,2.22,0.113,0.386,0,0.65,0,1,0,2.910000000000025
L012136,5A-5,lateral,26.0,525.6,22.65,3.57,0.94,160,200,0.61,0.5,1.22,0.189,0.4,0,0.65,0,1,0,2.75
L012137,5A-5,lateral,27.0,554.6,23.52,3.57,0.97,160,200,0.724,0.5,1.45,0.185,0.43,0,0.65,0,1,0,2.75
L012196,5A-5,lateral,14.0,201.5,12.14,3.57,0.5,160,200,1.083,0.5,2.17,0.122,0.402,0,0.65,0,1,0,3.350000000000023
L012127,5A-5,lateral,0.0,27.2,0.02,3.57,0.0,160,200,1.765,0.5,3.53,0.007,0.046,0,0.65,0,1,0,0.800000000000011
L012128,5A-5,lateral,2.0,34.0,1.74,3.57,0.07,160,200,0.588,0.5,1.18,0.058,0.173,0,0.65,0,1,0,2.659999999999968
L012195,5A-5,lateral,2.0,146.8,1.82,3.57,0.08,160,200,0.541,0.5,1.08,0.06,0.171,0,0.65,0,1,0,2.660000000000025
L012126,5A-5,lateral,2.0,130.1,1.81,3.57,0.07,160,200,0.644,0.5,1.29,0.058,0.181,0,0.65,0,1,0,2.379999999999995
L012125,5A-5,lateral,2.0,114.6,1.8,3.57,0.07,160,200,0.579,0.5,1.16,0.059,0.174,0,0.65,0,1,0,1.479999999999961
L012124,5A-5,lateral,2.0,93.9,1.78,3.57,0.07,160,200,0.613,0.5,1.23,0.058,0.177,0,0.65,0,1,0,1.240000000000009
L012123,5A-5,lateral,2.0,37.4,1.74,3.57,0.07,160,200,0.602,0.5,1.2,0.058,0.174,0,0.65,0,1,0,1.200000000000045
L012122,5A-5,lateral,2.0,22.4,1.73,3.57,0.07,160,200,0.58,0.5,1.16,0.058,0.172,0,0.65,0,1,0,1.240000000000009
L012176,5A-5,lateral,30.0,644.9,26.16,3.57,1.08,160,200,0.622,0.5,1.24,0.202,0.421,0,0.65,0,1,0,2.589999999999975
L011648,5A-5,sub_main,20.0,427.6,17.44,3.57,0.72,160,200,0.513,0.5,1.03,0.174,0.347,0,0.65,0,1,0,3.389999999999986
L012177,5A-5,lateral,31.0,683.2,27.04,3.57,1.12,160,200,0.574,0.5,1.15,0.209,0.413,0,0.65,0,1,0,3.090000000000032
L012015,5A-5,sub_main,20.0,444.8,17.45,3.57,0.72,160,200,0.523,0.5,1.05,0.173,0.35,0,0.65,0,1,0,3.5
L012436,5A-5,lateral,11.0,148.9,9.53,3.57,0.39,160,200,0.557,0.5,1.11,0.128,0.296,0,0.65,0,1,0,2.0
L012439,5A-5,lateral,3.0,69.5,2.62,3.57,0.11,160,200,0.557,0.5,1.11,0.071,0.195,0,0.65,0,1,0,1.24799999999999
L012438,5A-5,lateral,5.0,103.2,4.36,3.57,0.18,160,200,0.555,0.5,1.11,0.089,0.23,0,0.65,0,1,0,1.534999999999968
L012217,5A-5,lateral,2.0,37.6,1.74,3.57,0.07,160,200,1.331,0.5,2.66,0.048,0.228,0,0.65,0,1,0,1.0
L012437,5A-5,lateral,9.0,125.3,7.8,3.57,0.32,160,200,0.558,0.5,1.12,0.117,0.278,0,0.65,0,1,0,1.857999999999947
L012433,5A-5,lateral,25.0,603.0,21.85,3.57,0.9,160,200,0.599,0.5,1.2,0.187,0.393,0,0.65,0,1,0,3.65100000000001
L012434,5A-5,lateral,24.0,578.9,20.97,3.57,0.87,160,200,0.597,0.5,1.19,0.183,0.388,0,0.65,0,1,0,3.576999999999998
L012440,5A-5,lateral,11.0,483.4,9.77,3.57,0.4,160,200,0.601,0.5,1.2,0.127,0.306,0,0.65,0,1,0,3.389999999999986
L012441,5A-5,lateral,11.0,466.0,9.76,3.57,0.4,160,200,0.598,0.5,1.2,0.127,0.306,0,0.65,0,1,0,3.074999999999989
L012442,5A-5,lateral,11.0,439.1,9.74,3.57,0.4,160,200,0.599,0.5,1.2,0.127,0.305,0,0.65,0,1,0,2.584000000000003
L012426,5A-5,lateral,4.0,78.7,3.48,3.57,0.14,160,200,0.603,0.5,1.21,0.079,0.22,0,0.65,0,1,0,1.274000000000001
L012429,5A-5,lateral,3.0,155.0,2.68,3.57,0.11,160,200,0.601,0.5,1.2,0.07,0.201,0,0.65,0,1,0,1.898000000000025
L012430,5A-5,lateral,3.0,132.0,2.66,3.57,0.11,160,200,0.598,0.5,1.2,0.07,0.201,0,0.65,0,1,0,1.830000000000041
L011921,5A-5,lateral,2.0,113.4,1.79,3.57,0.07,160,200,0.596,0.5,1.19,0.059,0.176,0,0.65,0,1,0,1.758999999999958
L012431,5A-5,lateral,1.0,93.1,0.92,3.57,0.04,160,200,0.599,0.5,1.2,0.044,0.14,0,0.65,0,1,0,1.608000000000004
L011922,5A-5,lateral,3.0,38.7,2.6,3.57,0.11,160,200,0.602,0.5,1.2,0.069,0.199,0,0.65,0,1,0,1.203000000000031
L011942,5A-5,lateral,1.0,68.1,0.91,3.57,0.04,160,200,0.6,0.5,1.2,0.043,0.139,0,0.65,0,1,0,1.298000000000002
L011932,5A-5,lateral,0.0,39.9,0.03,3.57,0.0,160,200,0.381,0.5,0.76,0.011,0.033,0,0.65,0,1,0,1.062000000000012
L011941,5A-5,lateral,0.0,36.2,0.03,3.57,0.0,160,200,0.599,0.5,1.2,0.01,0.037,0,0.65,0,1,0,1.067000000000007
L012145,5A-5,lateral,0.0,18.6,0.01,3.57,0.0,160,200,0.722,0.5,1.44,0.007,0.029,0,0.65,0,1,0,1.454000000000008
L012146,5A-5,lateral,0.0,39.6,0.03,3.57,0.0,160,200,0.723,0.5,1.45,0.01,0.041,0,0.65,0,1,0,1.575999999999965
L012147,5A-5,lateral,0.0,64.1,0.05,3.57,0.0,160,200,0.721,0.5,1.44,0.012,0.05,0,0.65,0,1,0,1.643000000000029
L012647,5A-5,lateral,40.0,78.9,34.32,3.57,1.42,160,200,0.964,0.5,1.93,0.207,0.533,0,0.65,0,1,0,1.670000000000016
L012648,5A-5,lateral,40.0,107.6,34.34,3.57,1.42,160,200,0.961,0.5,1.92,0.207,0.533,0,0.65,0,1,0,1.855999999999995
L012649,5A-5,lateral,40.0,128.7,34.35,3.57,1.42,160,200,0.965,0.5,1.93,0.207,0.534,0,0.65,0,1,0,2.039999999999964
L012646,5A-5,lateral,52.0,243.7,44.71,3.57,1.85,160,200,0.599,0.5,1.2,0.265,0.487,0,0.65,0,1,0,2.018999999999949
L012030,5A-5,lateral,53.0,265.7,45.59,3.57,1.88,160,200,0.598,0.5,1.2,0.268,0.49,0,0.65,0,1,0,2.199999999999989
L012643,5A-5,lateral,54.0,291.5,46.46,3.57,1.92,160,200,0.599,0.5,1.2,0.271,0.493,0,0.65,0,1,0,2.144999999999982
L012644,5A-5,lateral,54.0,320.8,46.48,3.57,1.92,160,200,0.598,0.5,1.2,0.271,0.493,0,0.65,0,1,0,3.120000000000005
L012031,5A-5,lateral,40.0,50.6,34.3,3.57,1.42,160,200,0.963,0.5,1.93,0.207,0.533,0,0.65,0,1,0,1.576999999999998
L012032,5A-5,lateral,12.0,88.5,10.34,3.57,0.43,160,200,0.894,0.5,1.79,0.119,0.358,0,0.65,0,1,0,1.939999999999998
L012650,5A-5,lateral,40.0,29.7,34.28,3.57,1.42,160,200,0.963,0.5,1.93,0.207,0.533,0,0.65,0,1,0,1.415999999999997
L012641,5A-5,lateral,12.0,59.7,10.32,3.57,0.43,160,200,0.891,0.5,1.78,0.119,0.357,0,0.65,0,1,0,1.44300000000004
L011798,5A-5,lateral,12.0,30.9,10.3,3.57,0.43,160,200,0.894,0.5,1.79,0.119,0.357,0,0.65,0,1,0,0.836000000000013
L011669,5A-5,sub_main,101.0,2665.3,88.43,3.55,3.64,160,200,0.523,0.5,1.05,0.391,0.564,0,0.65,0,1,0,3.75
L012230,5A-5,lateral,27.0,736.0,23.66,3.57,0.98,160,200,0.713,0.5,1.43,0.186,0.428,0,0.65,0,1,0,1.26600000000002
L012231,5A-5,lateral,16.0,547.7,14.1,3.57,0.58,160,200,0.599,0.5,1.2,0.151,0.343,0,0.65,0,1,0,1.29000000000002
L012744,5A-5,lateral,9.0,165.1,7.83,3.57,0.32,160,200,0.37,0.5,0.74,0.129,0.241,0,0.65,0,1,0,1.29000000000002
L012232,5A-5,lateral,16.0,508.4,14.07,3.57,0.58,160,200,0.598,0.5,1.2,0.151,0.343,0,0.65,0,1,0,1.474999999999966
L012233,5A-5,lateral,16.0,474.8,14.05,3.57,0.58,160,200,0.599,0.5,1.2,0.151,0.343,0,0.65,0,1,0,1.354000000000042
L012227,5A-5,lateral,9.0,126.7,7.8,3.57,0.32,160,200,0.371,0.5,0.74,0.128,0.241,0,0.65,0,1,0,1.387999999999977
L012234,5A-5,lateral,8.0,246.9,7.03,3.57,0.29,160,200,0.497,0.5,0.99,0.114,0.258,0,0.65,0,1,0,1.509999999999991
L012243,5A-5,lateral,7.0,200.6,6.14,3.57,0.25,160,200,0.61,0.5,1.22,0.102,0.265,0,0.65,0,1,0,1.410000000000025
L011700,5A-5,lateral,6.0,89.2,5.2,3.57,0.21,160,200,0.371,0.5,0.74,0.106,0.212,0,0.65,0,1,0,1.838999999999999
L011668,5A-5,sub_main,99.0,2631.0,86.69,3.56,3.57,160,200,0.401,0.5,0.8,0.417,0.509,0,0.65,0,1,0,3.779999999999973
L011667,5A-5,sub_main,97.0,2591.0,84.95,3.57,3.51,160,200,0.387,0.5,0.77,0.416,0.5,0,0.65,0,1,0,3.880000000000052
L011666,5A-5,sub_main,95.0,2552.3,83.21,3.57,3.44,160,200,0.403,0.5,0.81,0.407,0.504,0,0.65,0,1,0,4.079999999999984
L011665,5A-5,sub_main,92.0,2512.6,80.61,3.57,3.33,160,200,0.4,0.5,0.8,0.401,0.498,0,0.65,0,1,0,4.360000000000014
L012235,5A-5,lateral,7.0,206.8,6.14,3.57,0.25,160,200,0.498,0.5,1.0,0.107,0.247,0,0.65,0,1,0,1.540999999999997
L012236,5A-5,lateral,6.0,179.1,5.27,3.57,0.22,160,200,0.497,0.5,0.99,0.1,0.235,0,0.65,0,1,0,2.103000000000009
L011664,5A-5,sub_main,90.0,2475.1,78.87,3.57,3.26,160,200,0.409,0.5,0.82,0.394,0.5,0,0.65,0,1,0,4.819999999999993
L011696,5A-5,lateral,1.0,30.5,0.88,3.57,0.04,160,200,0.591,0.5,1.18,0.043,0.137,0,0.65,0,1,0,0.759999999999991
L012237,5A-5,lateral,4.0,132.0,3.52,3.57,0.15,160,200,0.961,0.5,1.92,0.071,0.259,0,0.65,0,1,0,1.490000000000009
L011663,5A-5,sub_main,39.0,1037.6,34.15,3.57,1.41,160,200,0.846,0.5,1.69,0.213,0.508,0,0.65,0,1,0,5.100000000000023
L011699,5A-5,lateral,5.0,31.3,4.31,3.57,0.18,160,200,2.56,0.5,5.12,0.062,0.386,0,0.65,0,1,0,1.990000000000009
L012226,5A-5,lateral,1.0,31.3,0.88,3.57,0.04,160,200,0.608,0.5,1.22,0.043,0.139,0,0.65,0,1,0,1.379999999999995
L012242,5A-5,lateral,7.0,162.7,6.11,3.57,0.25,160,200,0.608,0.5,1.22,0.102,0.265,0,0.65,0,1,0,1.559000000000026
L011698,5A-5,lateral,4.0,122.9,3.51,3.57,0.15,160,200,0.611,0.5,1.22,0.079,0.221,0,0.65,0,1,0,2.177000000000021
L012241,5A-5,lateral,0.0,36.6,0.03,3.57,0.0,160,200,0.601,0.5,1.2,0.01,0.037,0,0.65,0,1,0,1.980000000000018
L012240,5A-5,lateral,4.0,60.6,3.47,3.57,0.14,160,200,3.317,0.5,6.63,0.053,0.392,0,0.65,0,1,0,2.080000000000041
L012073,5A-5,lateral,1.0,24.7,0.87,3.57,0.04,160,200,1.699,0.5,3.4,0.034,0.196,0,0.65,0,1,0,0.799999999999955
L012239,5A-5,lateral,3.0,33.0,2.59,3.57,0.11,160,200,3.319,0.5,6.64,0.047,0.356,0,0.65,0,1,0,1.093999999999994
L012283,5A-5,lateral,1.0,26.3,0.88,3.57,0.04,160,200,1.027,0.5,2.05,0.038,0.165,0,0.65,0,1,0,1.099999999999966
L012284,5A-5,lateral,3.0,73.0,2.62,3.57,0.11,160,200,2.597,0.5,5.19,0.05,0.329,0,0.65,0,1,0,1.0
L011688,5A-5,lateral,48.0,1398.3,42.12,3.57,1.74,160,200,0.497,0.5,0.99,0.27,0.448,0,0.65,0,1,0,5.0
L011662,5A-5,sub_main,37.0,1002.2,32.41,3.57,1.34,160,200,0.42,0.5,0.84,0.247,0.39,0,0.65,0,1,0,4.75
L012238,5A-5,lateral,4.0,103.7,3.5,3.57,0.14,160,200,0.965,0.5,1.93,0.071,0.259,0,0.65,0,1,0,0.898000000000025
L012244,5A-5,lateral,46.0,1368.1,40.38,3.57,1.67,160,200,0.494,0.5,0.99,0.265,0.442,0,0.65,0,1,0,5.600000000000023
L011689,5A-5,lateral,45.0,1314.5,39.49,3.57,1.63,160,200,0.525,0.5,1.05,0.258,0.448,0,0.65,0,1,0,5.289999999999964
L012245,5A-5,lateral,1.0,25.3,0.87,3.57,0.04,160,200,0.592,0.5,1.18,0.043,0.137,0,0.65,0,1,0,1.099999999999966
L011697,5A-5,lateral,2.0,67.8,1.76,3.57,0.07,160,200,0.961,0.5,1.92,0.052,0.205,0,0.65,0,1,0,1.052000000000021
L012246,5A-5,lateral,44.0,1276.4,38.61,3.57,1.59,160,200,0.494,0.5,0.99,0.259,0.436,0,0.65,0,1,0,4.889999999999986
L011695,5A-5,lateral,0.0,28.8,0.02,3.57,0.0,160,200,0.963,0.5,1.93,0.008,0.039,0,0.65,0,1,0,0.966999999999985
L012247,5A-5,lateral,41.0,1235.9,36.01,3.57,1.49,160,200,0.499,0.5,1.0,0.249,0.428,0,0.65,0,1,0,4.5
L011661,5A-5,sub_main,36.0,968.8,31.53,3.57,1.3,160,200,0.364,0.5,0.73,0.253,0.368,0,0.65,0,1,0,4.930000000000007
L011660,5A-5,sub_main,35.0,941.3,30.66,3.57,1.27,160,200,0.429,0.5,0.86,0.239,0.387,0,0.65,0,1,0,4.45999999999998
L011659,5A-5,sub_main,35.0,913.4,30.64,3.57,1.27,160,200,0.303,0.5,0.61,0.261,0.342,0,0.65,0,1,0,3.389999999999986
L011691,5A-5,lateral,35.0,684.4,30.47,3.57,1.26,160,200,0.48,0.5,0.96,0.232,0.402,0,0.65,0,1,0,2.310000000000002
L012258,5A-5,lateral,35.0,703.6,30.48,3.57,1.26,160,200,0.523,0.5,1.05,0.227,0.414,0,0.65,0,1,0,3.430000000000007
L011658,5A-5,sub_main,33.0,873.8,28.89,3.57,1.19,160,200,0.285,0.5,0.57,0.258,0.329,0,0.65,0,1,0,3.420000000000016
L012259,5A-5,lateral,35.0,657.4,30.45,3.57,1.26,160,200,0.696,0.5,1.39,0.211,0.458,0,0.65,0,1,0,3.42999999999995
L011657,5A-5,sub_main,32.0,835.2,28.01,3.57,1.16,160,200,0.374,0.5,0.75,0.237,0.359,0,0.65,0,1,0,3.75
L011690,5A-5,lateral,35.0,733.0,30.51,3.57,1.26,160,200,0.51,0.5,1.02,0.229,0.411,0,0.65,0,1,0,4.380000000000052
L012248,5A-5,lateral,39.0,1197.8,34.27,3.57,1.41,160,200,0.495,0.5,0.99,0.244,0.421,0,0.65,0,1,0,3.509999999999991
