NODE_UID,NODE_REF,X,Y,TIER,NODE_KIND,INLET_DEG,INLET_EDGE,OUT_EDGE,N_IN,BAND,REMEDY
N0043157,P0-L-MH43157,455333.737,2570569.447,lateral,junction,86.69,E0043053,E0042415,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0035058,P0-SM-MH35058,447353.454,2566249.555,sub main,chamber,86.69,E0034315,E0034316,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0032549,P0-SM-MH32549,453639.255,2570917.418,sub main,chamber,86.71,E0031806,E0031807,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0041692,P0-L-MH41692,451513.72,2571336.55,lateral,junction,86.72,E0041766,E0040950,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0030518,P0-L-MH30518,446587.126,2563734.577,lateral,junction,86.73,E0031317,E0029776,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0034581,P0-M-MH34581,453230.6,2575619.313,main,chamber,86.73,E0033838,E0033839,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0022892,P0-SM-MH22892,450862.572,2574066.379,sub main,junction,86.74,E0023972,E0022150,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0028480,P0-M-MH28480,458640.533,2578939.622,main,junction,86.74,E0029270,E0027738,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0009914,P0-L-MH9914,449677.329,2564801.698,lateral,junction,86.75,E0010903,E0009172,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0032386,P0-M-MH32386,448650.059,2568737.811,main,junction,86.75,E0033237,E0031644,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0015416,P0-SM-MH15416,464058.833,2577718.766,sub main,junction,86.75,E0016368,E0014674,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0039628,P0-SM-MH39628,444194.982,2559374.877,sub main,junction,86.75,E0040061,E0038886,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0034449,P0-M-MH34449,457883.773,2570481.642,main,chamber,86.76,E0033706,E0033707,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0030287,P0-SM-MH30287,446744.913,2565220.384,sub main,junction,86.77,E0031143,E0029545,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0013442,P0-TM-MH13442,445663.574,2563170.112,trunk main,junction,86.78,E0014570,E0012700,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040343,P0-L-MH40343,450621.428,2568644.117,lateral,chamber,86.78,E0039600,E0039601,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040202,P0-SM-MH40202,447791.273,2566366.303,sub main,junction,86.79,E0040483,E0039460,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0034656,P0-M-MH34656,451009.551,2572110.838,main,junction,86.79,E0035378,E0033914,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0044055,P0-L-MH44055,453538.632,2574069.611,lateral,junction,86.81,E0043879,E0043313,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0035151,P0-L-MH35151,450619.906,2568499.962,lateral,chamber,86.82,E0034408,E0034409,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0033457,P0-SM-MH33457,460813.369,2580080.994,sub main,junction,86.82,E0034253,E0032715,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0012016,P0-L-MH12016,450052.031,2568875.358,lateral,junction,86.82,E0013136,E0011274,3,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0025595,P0-L-MH25595,450616.141,2569644.254,lateral,junction,86.82,E0026769,E0024853,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0034678,P0-L-MH34678,446938.174,2572999.902,lateral,junction,86.83,E0035400,E0033936,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040876,P0-M-MH40876,453625.163,2575406.588,main,junction,86.83,E0041052,E0040134,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0029093,P0-M-MH29093,448880.689,2570329.174,main,junction,86.83,E0030010,E0028351,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0037810,P0-M-MH37810,447573.821,2566698.51,main,junction,86.84,E0038272,E0037068,3,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040644,P0-M-MH40644,454924.726,2570786.979,main,junction,86.85,E0040789,E0039902,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0018916,P0-M-MH18916,464334.232,2576888.358,main,chamber,86.86,E0018173,E0018174,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043673,P0-M-MH43673,443884.414,2565009.197,main,junction,86.87,E0043555,E0042931,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0020255,P0-L-MH20255,474566.946,2572434.917,lateral,junction,86.87,E0021333,E0019513,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0007705,P0-L-MH7705,446568.514,2566265.677,lateral,junction,86.87,E0009382,E0006963,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0044384,P0-SM-MH44384,448098.428,2567849.852,sub main,junction,86.88,E0044183,E0043642,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0025063,P0-SM-MH25063,460237.6,2579329.35,sub main,junction,86.88,E0026126,E0024321,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040107,P0-L-MH40107,452023.806,2564638.597,lateral,chamber,86.89,E0039364,E0039365,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0010598,P0-L-MH10598,454526.842,2567305.639,lateral,junction,86.89,E0011400,E0009856,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0038738,P0-L-MH38738,453618.547,2574335.332,lateral,junction,86.9,E0039175,E0037996,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0036734,P0-M-MH36734,466820.984,2577155.107,main,junction,86.9,E0037306,E0035992,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0044629,P0-L-MH44629,454166.362,2575661.024,lateral,junction,86.91,E0044419,E0043887,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0013954,P0-L-MH13954,449646.63,2569651.466,lateral,chamber,86.91,E0013211,E0013212,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0020188,P0-M-MH20188,473101.657,2573497.731,main,junction,86.93,E0021249,E0019446,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0010688,P0-M-MH10688,476405.024,2575380.496,main,junction,86.93,E0011491,E0009946,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0010374,P0-L-MH10374,454647.495,2567593.138,lateral,junction,86.93,E0011627,E0009632,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0048389,P0-L-MH48389,446317.963,2568466.538,lateral,junction,86.95,E0047772,E0047647,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0019411,P0-SM-MH19411,451732.873,2573983.749,sub main,junction,86.96,E0020214,E0018669,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0020489,P0-SM-MH20489,474253.207,2575233.05,sub main,junction,86.96,E0021598,E0019747,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0039223,P0-M-MH39223,445875.412,2565460.328,main,junction,86.96,E0039622,E0038481,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0000534,P0-SM-MH0534,442237.63,2568966.226,sub main,junction,86.97,E0005561,E0000483,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0033195,P0-L-MH33195,446877.172,2573187.019,lateral,chamber,86.97,E0032452,E0032453,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0006891,P0-L-MH6891,461197.226,2566925.541,lateral,junction,86.98,E0008852,E0006149,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0007197,P0-M-MH7197,449469.213,2565814.62,main,junction,86.98,E0009047,E0006455,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0033152,P0-M-MH33152,445954.646,2573088.493,main,junction,86.98,E0033966,E0032410,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0041778,P0-L-MH41778,456267.183,2568167.263,lateral,junction,86.98,E0041886,E0041036,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0035751,P0-M-MH35751,461317.437,2577124.118,main,junction,86.98,E0036477,E0035009,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0024962,P0-M-MH24962,448214.605,2570620.013,main,junction,86.98,E0026018,E0024220,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0041364,P0-L-MH41364,448309.569,2564942.845,lateral,junction,86.98,E0041489,E0040622,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0037576,P0-L-MH37576,446094.646,2573018.493,lateral,junction,86.98,E0038061,E0036834,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0038812,P0-L-MH38812,445326.174,2572766.902,lateral,junction,86.98,E0039197,E0038070,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0037620,P0-M-MH37620,448969.915,2573337.595,main,junction,86.98,E0038110,E0036878,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0033170,P0-M-MH33170,445523.174,2572854.902,main,junction,86.98,E0033993,E0032428,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0021833,P0-M-MH21833,446776.52,2567325.934,main,junction,86.98,E0022913,E0021091,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0046125,P0-M-MH46125,449210.915,2573186.595,main,junction,86.98,E0045772,E0045383,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0047913,P0-L-MH47913,446583.358,2568596.472,lateral,junction,86.99,E0047273,E0047171,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0038689,P0-L-MH38689,453101.396,2575826.179,lateral,chamber,87.0,E0037946,E0037947,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0046841,P0-L-MH46841,449809.672,2573601.441,lateral,junction,87.0,E0046349,E0046099,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0011846,P0-TM-MH11846,453938.383,2574625.445,trunk main,junction,87.0,E0012838,E0011104,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0006054,P0-TM-MH6054,461171.088,2567323.936,trunk main,junction,87.02,E0007947,E0005312,3,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0000559,P0-M-MH0559,450270.525,2569915.028,main,junction,87.06,E0005562,E0000508,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0041995,P0-M-MH41995,451690.56,2565569.172,main,junction,87.08,E0042112,E0041253,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040130,P0-L-MH40130,451203.38,2565475.703,lateral,junction,87.08,E0040389,E0039388,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043370,P0-M-MH43370,453616.276,2574627.437,main,junction,87.08,E0043265,E0042628,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0021679,P0-L-MH21679,450186.069,2568398.511,lateral,chamber,87.09,E0020936,E0020937,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0049139,P0-M-MH49139,444354.29,2569293.074,main,junction,87.09,E0048462,E0048397,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0012017,P0-L-MH12017,450011.852,2568919.267,lateral,junction,87.1,E0013045,E0011275,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043170,P0-M-MH43170,455791.844,2570886.238,main,junction,87.1,E0043057,E0042428,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0033268,P0-L-MH33268,450139.972,2566697.589,lateral,junction,87.1,E0034090,E0032526,3,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0038670,P0-M-MH38670,453493.171,2575364.191,main,junction,87.1,E0039091,E0037928,3,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0016120,P0-SM-MH16120,462172.106,2577573.405,sub main,junction,87.1,E0016966,E0015378,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043563,P0-M-MH43563,448392.88,2566446.059,main,junction,87.12,E0043487,E0042821,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0012087,P0-M-MH12087,453699.116,2573861.06,main,junction,87.13,E0013238,E0011345,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0036666,P0-L-MH36666,450582.933,2568626.885,lateral,chamber,87.14,E0035923,E0035924,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0015379,P0-L-MH15379,446976.557,2567503.54,lateral,chamber,87.14,E0014636,E0014637,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0030592,P0-L-MH30592,453330.991,2572413.093,lateral,junction,87.14,E0031501,E0029850,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0022314,P0-L-MH22314,459559.547,2569878.693,lateral,chamber,87.14,E0021571,E0021572,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0011947,P0-M-MH11947,450051.506,2568819.525,main,junction,87.14,E0013006,E0011205,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0012493,P0-L-MH12493,450644.122,2567835.946,lateral,junction,87.15,E0013567,E0011751,3,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0029683,P0-SM-MH29683,452932.806,2575075.178,sub main,junction,87.15,E0030621,E0028941,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043503,P0-M-MH43503,451538.513,2565733.434,main,junction,87.15,E0043440,E0042761,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0021781,P0-L-MH21781,446981.165,2566777.53,lateral,chamber,87.16,E0021038,E0021039,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0031381,P0-SM-MH31381,452432.138,2575732.874,sub main,junction,87.16,E0032306,E0030639,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040442,P0-L-MH40442,448899.004,2564377.676,lateral,junction,87.17,E0040652,E0039700,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0044246,P0-L-MH44246,448051.263,2566037.706,lateral,chamber,87.18,E0043503,E0043504,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0036665,P0-L-MH36665,450555.184,2568639.786,lateral,chamber,87.2,E0035922,E0035923,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0039341,P0-L-MH39341,444650.001,2565113.698,lateral,junction,87.2,E0039767,E0038599,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0014001,P0-SM-MH14001,453090.159,2567484.057,sub main,junction,87.2,E0015006,E0013259,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0016968,P0-L-MH16968,447268.231,2567467.614,lateral,junction,87.21,E0017827,E0016226,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0045908,P0-L-MH45908,448002.156,2567703.722,lateral,chamber,87.21,E0045165,E0045166,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043555,P0-SM-MH43555,448232.496,2566049.08,sub main,junction,87.21,E0043507,E0042813,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0039346,P0-L-MH39346,448271.946,2570161.62,lateral,junction,87.21,E0039738,E0038604,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040458,P0-L-MH40458,448555.118,2570245.747,lateral,chamber,87.21,E0039715,E0039716,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0037006,P0-M-MH37006,448744.55,2568947.345,main,chamber,87.21,E0036263,E0036264,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0032508,P0-L-MH32508,455658.078,2573027.086,lateral,junction,87.22,E0033331,E0031766,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0038393,P0-M-MH38393,460914.387,2571117.359,main,junction,87.22,E0038774,E0037651,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0037699,P0-L-MH37699,450096.254,2567381.433,lateral,chamber,87.22,E0036956,E0036957,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0024078,P0-M-MH24078,449073.553,2570357.346,main,chamber,87.23,E0023335,E0023336,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0016009,P0-L-MH16009,458879.492,2569160.442,lateral,junction,87.24,E0016800,E0015267,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0027099,P0-TM-MH27099,467393.037,2576138.608,trunk main,junction,87.26,E0027946,E0026357,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0011708,P0-L-MH11708,454088.49,2566970.744,lateral,junction,87.26,E0012676,E0010966,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0033251,P0-M-MH33251,450321.49,2567186.849,main,junction,87.27,E0034071,E0032509,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040980,P0-M-MH40980,449558.127,2572415.005,main,junction,87.27,E0041133,E0040238,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0011444,P0-M-MH11444,471001.037,2564224.078,main,junction,87.27,E0012471,E0010702,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0014065,P0-SM-MH14065,450992.17,2567526.533,sub main,chamber,87.27,E0013322,E0013323,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0024493,P0-L-MH24493,440442.601,2565431.119,lateral,chamber,87.28,E0023750,E0023751,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0010854,P0-L-MH10854,441810.353,2568952.657,lateral,chamber,87.28,E0010111,E0010112,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0012854,P0-SM-MH12854,449672.714,2571523.269,sub main,junction,87.29,E0013975,E0012112,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0025316,P0-SM-MH25316,445869.314,2564092.485,sub main,junction,87.29,E0026431,E0024574,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
