check,kind,id,value,unit,cause
H11(intent),chamber,N0000580,0.4,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000581,0.022,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000585,0.3,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1,chamber,N0000586,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000587,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000589,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000591,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000603,0.1,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1,chamber,N0000613,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000621,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000621,0.2,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1,chamber,N0000622,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000623,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000625,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000626,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000629,0.3,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1,chamber,N0000632,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000633,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000635,0.5,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1,chamber,N0000636,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000637,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000638,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000644,0.259,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000647,0.311,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000656,0.058,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H11(intent),chamber,N0000657,0.08,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1,chamber,N0000659,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000660,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000661,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000662,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000663,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000665,0.365,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1,chamber,N0000666,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000667,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000668,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000669,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000671,0.316,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1,chamber,N0000672,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000673,0.2,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1,chamber,N0000675,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000676,0.4,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1,chamber,N0000677,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000678,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H10,chamber,N0000678,87.8,deg inlet angle,"INPUT alignment turns the flow through more than 90 deg (G203-p30). Inside the project's own stated 85 deg deviation (criteria.INLET_MIN_DEG, user 2026-08-20); needs a purpose-made swept channel, not a re-route"
H1,chamber,N0000679,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000680,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000681,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000682,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000683,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000684,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000685,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000686,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000687,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000688,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000689,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000689,0.158,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1,chamber,N0000690,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000691,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000692,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000693,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000694,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000694,0.195,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1,chamber,N0000695,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000696,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000697,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H11(intent),chamber,N0000697,0.039,m the outlet invert sits ABOVE the arriving invert,"the outgoing reach is a smaller diameter than the arriving one, so _level's soffit-to-soffit seat steps the invert UP and ponds the upstream reach. audit.h11 checks fall WITHIN a reach only and cannot see it. The cure is a floor in _seat, which changes levels - raised, not taken"
H1,chamber,N0000698,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H1,chamber,N0000699,1.0,chamber on wadi ground,"INPUT alignment - H1 forbids a CHAMBER in a wadi as well as a pipe (G203-p33, project rule 8). audit.h1 tests only the dual band and audit.r4 only pipe midpoints, so a chamber in the 50-year band is reported here or nowhere"
H10,chamber,N0000699,87.8,deg inlet angle,"INPUT alignment turns the flow through more than 90 deg (G203-p30). Inside the project's own stated 85 deg deviation (criteria.INLET_MIN_DEG, user 2026-08-20); needs a purpose-made swept channel, not a re-route"
H10,chamber,N0000711,89.6,deg inlet angle,"INPUT alignment turns the flow through more than 90 deg (G203-p30). Inside the project's own stated 85 deg deviation (criteria.INLET_MIN_DEG, user 2026-08-20); needs a purpose-made swept channel, not a re-route"
H10,chamber,N0000744,89.8,deg inlet angle,"INPUT alignment turns the flow through more than 90 deg (G203-p30). Inside the project's own stated 85 deg deviation (criteria.INLET_MIN_DEG, user 2026-08-20); needs a purpose-made swept channel, not a re-route"
H15,station,chamber 69,12.39,m cover at the cap,"cap-and-veto ladder layer 1 (philosophy sec 5): cover past 12 m with neither exit, so a lifting station. Each station splits the gravity layer, and audit.h15 demands ONE component - contract OPEN-1"
H15,station,chamber 92,12.39,m cover at the cap,"cap-and-veto ladder layer 1 (philosophy sec 5): cover past 12 m with neither exit, so a lifting station. Each station splits the gravity layer, and audit.h15 demands ONE component - contract OPEN-1"
H15,station,chamber 624,12.64,m cover at the cap,"cap-and-veto ladder layer 1 (philosophy sec 5): cover past 12 m with neither exit, so a lifting station. Each station splits the gravity layer, and audit.h15 demands ONE component - contract OPEN-1"
