Plot,Connection,Chamber,Served by,Status,Properties,Qadf (m3/d),Length (m),Gradient (%),Cover (m),Package
1125250,C0016850,N0028432,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.89416,1.0,0.6,P387
1125423,C0016851,N0028432,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,18.446579,1.0,0.6,P387
1125247,C0016852,N0028432,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,26.087522,1.0,0.6,P387
1125253,C0016853,N0028433,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,17.254022,1.0,0.6,P387
1125249,C0016854,N0028433,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,6.996262,1.0,0.6,P387
1125248,C0016855,N0028433,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,21.188902,1.0,0.6,P387
1125289,C0016856,N0028447,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,24.56505,1.0,0.6,P387
1125288,C0016857,N0028447,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,8.928357,1.0,0.6,P387
1125251,C0016858,N0028447,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,21.524071,1.0,0.6,P387
1125424,C0016859,N0028447,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.246643,1.0,0.6,P387
1125254,C0016860,N0028453,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,6.598725,1.0,0.6,P387
1125293,C0016861,N0025146,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,3.072063,1.0,0.6,P387
1125255,C0016862,N0025146,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,17.610558,1.0,0.6,P387
1125378,C0016863,N0027233,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,14.549156,1.0,0.6,P387
1125258,C0016864,N0027233,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.831356,1.0,0.6,P387
1125257,C0016865,N0027233,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,11.229982,1.0,0.6,P387
1125260,C0016866,N0025233,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,30.576899,1.0,0.6,P364
1125261,C0016867,N0025820,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,2.932364,1.0,0.6,P364
1125428,C0016868,N0028448,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,12.322211,1.0,0.6,P387
1125262,C0016869,N0028448,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,11.818726,1.0,0.6,P387
1125263,C0016870,N0028448,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.176493,1.0,0.6,P387
1125276,C0016871,N0028448,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,12.305208,1.0,0.6,P387
1125273,C0016872,N0028452,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,8.822598,1.0,0.6,P387
1125264,C0016873,N0028452,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.169574,1.0,0.6,P387
1125274,C0016874,N0028451,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.259909,1.0,0.6,P387
1125265,C0016875,N0028451,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,9.771657,1.0,0.6,P387
1125266,C0016876,N0027932,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,6.857161,1.0,0.6,P387
1125267,C0016877,N0028443,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,8.024651,1.0,0.6,P387
1125268,C0016878,N0028442,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,8.173928,1.0,0.6,P387
1125269,C0016879,N0028441,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,8.546321,1.0,0.6,P387
1125270,C0016880,N0028442,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,8.000098,1.0,0.6,P387
1125271,C0016881,N0028440,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,10.939303,1.0,0.6,P387
1125272,C0016882,N0028452,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.830728,1.0,0.6,P387
1125275,C0016883,N0028451,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.355663,1.0,0.6,P387
1125278,C0016884,N0028449,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.976388,1.0,0.6,P387
1125277,C0016885,N0028449,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.744954,1.0,0.6,P387
1125279,C0016886,N0028450,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,17.201873,1.0,0.6,P387
1125280,C0016887,N0028439,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,24.133788,1.0,0.6,P387
1125281,C0016888,N0028438,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,8.888916,1.0,0.6,P387
1125284,C0016889,N0030173,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.193895,1.0,0.6,P387
1125282,C0016890,N0030173,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,13.055664,1.0,0.6,P387
1125286,C0016891,N0030174,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,8.016923,1.0,0.6,P387
1125283,C0016892,N0030174,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,20.042977,1.0,0.6,P387
1125285,C0016893,N0030174,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.818492,1.0,0.6,P387
1125287,C0016894,N0028445,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,1.452286,1.0,0.6,P387
1125376,C0016895,N0027233,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.16899,1.0,0.6,P387
1125375,C0016896,N0027233,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,14.479997,1.0,0.6,P387
1125290,C0016897,N0027233,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,14.86497,1.0,0.6,P387
1125291,C0016898,N0027234,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.932817,1.0,0.6,P387
1125380,C0016899,N0026638,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,4.499765,1.0,0.6,P387
1125292,C0016900,N0026638,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,6.531263,1.0,0.6,P387
1125294,C0016901,N0028158,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.288912,1.0,0.6,P364
1125295,C0016902,N0028179,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.437981,1.0,0.6,P364
1125407,C0016903,N0028156,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,9.425824,1.0,0.6,P364
1125297,C0016904,N0028156,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.856849,1.0,0.6,P364
1125300,C0016905,N0028669,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.03008,1.0,0.6,P364
1125299,C0016906,N0028669,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.728055,1.0,0.6,P364
1125301,C0016907,N0029263,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.217333,1.0,0.6,P364
1125304,C0016908,N0029262,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.024099,1.0,0.6,P364
1125302,C0016909,N0029262,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,15.680996,1.0,0.6,P364
1125303,C0016910,N0029261,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.364414,1.0,0.6,P364
1125305,C0016911,N0029920,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,6.06048,1.0,0.6,P364
1125313,C0016912,N0029920,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,5.700952,1.0,0.6,P364
1125306,C0016913,N0029921,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,4.757533,1.0,0.6,P364
1125312,C0016914,N0029259,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,25.446319,1.0,0.6,P364
1125308,C0016915,N0029259,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,4.049366,1.0,0.6,P364
1125307,C0016916,N0029259,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.209555,1.0,0.6,P364
1125350,C0016917,N0029259,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,6.922888,1.0,0.6,P364
1125349,C0016918,N0029259,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,24.048716,1.0,0.6,P364
1125346,C0016919,N0029258,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,9.297375,1.0,0.6,P364
1125310,C0016920,N0029258,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,3.987606,1.0,0.6,P364
1125309,C0016921,N0029258,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,11.289435,1.0,0.6,P364
1125348,C0016922,N0029258,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,12.899285,1.0,0.6,P364
1125347,C0016923,N0029258,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,6.012887,1.0,0.6,P364
1125311,C0016924,N0029258,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.670002,1.0,0.6,P364
1125314,C0016925,N0029256,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,21.202581,1.0,0.6,P364
1125343,C0016926,N0029257,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,19.414617,1.0,0.6,P364
1125316,C0016927,N0029257,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,15.831038,1.0,0.6,P364
1125315,C0016928,N0029257,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,3.925787,1.0,0.6,P364
1125344,C0016929,N0029257,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,6.268279,1.0,0.6,P364
1125342,C0016930,N0029257,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,6.074651,1.0,0.6,P364
1125317,C0016931,N0029257,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,4.522228,1.0,0.6,P364
1125431,C0016932,N0029257,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,26.064284,1.0,0.6,P364
1125345,C0016933,N0029257,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,22.828056,1.0,0.6,P364
1125324,C0016934,N0029923,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,12.73603,1.0,0.6,P364
1125323,C0016935,N0029923,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,4.730828,1.0,0.6,P364
1125318,C0016936,N0029923,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,10.489837,1.0,0.6,P364
1125325,C0016937,N0029924,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.225063,1.0,0.6,P364
1125319,C0016938,N0029924,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,5.761768,1.0,0.6,P364
1125321,C0016939,N0029922,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,17.945706,1.0,0.6,P364
1125361,C0016940,N0029923,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,5.269126,1.0,0.6,P364
1125322,C0016941,N0029923,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.283143,1.0,0.6,P364
1125326,C0016942,N0029925,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,4.646788,1.0,0.6,P364
1125432,C0016943,N0029926,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,5.154435,1.0,0.6,P364
1125327,C0016944,N0029926,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,5.74425,1.0,0.6,P364
1125328,C0016945,N0031000,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,12.015305,1.0,0.6,P364
1125330,C0016946,N0031562,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,8.930527,1.0,0.6,P364
1125329,C0016947,N0031562,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,17.869555,1.0,0.6,P364
1125331,C0016948,N0031563,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.401125,1.0,0.6,P364
1125332,C0016949,N0031563,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,3.708941,1.0,0.6,P364
1125333,C0016950,N0031564,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,6.1517,1.0,0.6,P364
1125334,C0016951,N0031565,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,0.760405,1.0,0.6,P364
1125335,C0016952,N0031565,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,1.29038,1.0,0.6,P364
1125358,C0016953,N0029911,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.746786,1.0,0.6,P364
1125357,C0016954,N0029911,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,21.22145,1.0,0.6,P364
1125354,C0016955,N0029911,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,9.399547,1.0,0.6,P364
1125355,C0016956,N0029260,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,27.275474,1.0,0.6,P364
1125359,C0016957,N0029261,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,8.763451,1.0,0.6,P364
1125362,C0016958,N0026921,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,12.122424,1.0,0.6,P364
