SET_ID,W10_SID,NAME,TOWN,SYSTEM,WORKS,ALT_SYS,BOTH,DEC_RULE,WHY,M_PER_PRP,M_PER_M3D,BREAK_M,MARGIN_M,EXCL_KM,N_PLOT,N_PROP,POP,Q_ADF_M3D,N_OUTBND,KM_CORE,KM_BUILT,REMOTE,PKG_OK,MARG_KM,LIFT_M,N_LIFT,PENDING,CONFIDENCE,STAGE
S186,186,-,,onsite,septic/tanker,central,0,G201-p83,"55 m of exclusive sewer per property against a 20 m break, and 8 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 11.21 km away",54.95,74.09,20.0,34.95,0.08,1,1.456,7.746,1.08,0,11.205,23.721,1,0,0.0,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S095,95,AD DIBAYSHI,AD DIBAYSHI,satellite,package plant,central,0,G201-p83,"58 m of exclusive sewer per property against a 20 m break; 194 pe and 27 m3/d sit inside the package-plant band (G201 p83 50-5,000 pe, G203 p96 ~750 m3/d). Compared against connection to the central network, 0.41 km away",58.24,78.53,20.0,38.24,2.12,25,36.4,193.648,26.995,0,0.407,2.56,1,1,0.099,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money. Under 500 m3/d, so a constructed wetland is also open to it (G203 p101) - a treatment-process choice for stage 4, not a system choice",derived,S1
S068,68,TANAM,TANAM,onsite,septic/tanker,central,0,G201-p83,"67 m of exclusive sewer per property against a 20 m break, and 16 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 0.16 km away",66.67,89.89,20.0,46.67,0.2,3,3.0,15.96,2.225,0,0.16,2.088,1,0,0.0,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S042,42,AL MAKHTIBYAH,AL MAKHTIBYAH,onsite,septic/tanker,central,0,G201-p83,"69 m of exclusive sewer per property against a 20 m break, and 48 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 1.17 km away",68.89,92.89,20.0,48.89,0.62,9,9.0,47.88,6.674,0,1.17,1.893,1,0,0.18,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S067,67,TANAM,TANAM,onsite,septic/tanker,central,0,G201-p83,"70 m of exclusive sewer per property against a 20 m break, and 5 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 0.18 km away",70.0,94.39,20.0,50.0,0.07,1,1.0,5.32,0.742,0,0.176,2.262,1,0,0.0,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S053,53,TANAM,TANAM,onsite,septic/tanker,central,0,G201-p83,"78 m of exclusive sewer per property against a 20 m break, and 21 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 1.00 km away",77.5,104.5,20.0,57.5,0.31,4,4.0,21.28,2.966,0,1.004,3.444,1,0,0.0,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S179,179,-,,satellite,package plant,central,0,G201-p83,"94 m of exclusive sewer per property against a 20 m break; 61 pe and 8 m3/d sit inside the package-plant band (G201 p83 50-5,000 pe, G203 p96 ~750 m3/d). Compared against connection to the central network, 1.46 km away",94.27,127.12,20.0,74.27,1.08,10,11.456,60.946,8.496,10,1.457,23.456,1,1,0.722,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money. Under 500 m3/d, so a constructed wetland is also open to it (G203 p101) - a treatment-process choice for stage 4, not a system choice",derived,S1
S074,74,TANAM,TANAM,onsite,septic/tanker,central,0,G201-p83,"100 m of exclusive sewer per property against a 20 m break, and 16 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 0.41 km away",100.0,134.84,20.0,80.0,0.3,3,3.0,15.96,2.225,0,0.412,2.184,1,0,0.0,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S167,167,-,,onsite,septic/tanker,central,0,G201-p83,"115 m of exclusive sewer per property against a 20 m break, and 34 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 9.06 km away",114.64,154.58,20.0,94.64,0.73,14,6.368,33.878,4.723,0,9.064,20.419,1,0,0.184,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S175,175,SUWAYDA AL MA,SUWAYDA AL MA,onsite,septic/tanker,central,0,G201-p83,"124 m of exclusive sewer per property against a 20 m break, and 31 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 0.42 km away",123.63,166.7,20.0,103.63,0.72,9,5.824,30.984,4.319,0,0.421,21.763,1,0,0.0,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S054,54,-,,onsite,septic/tanker,central,0,G201-p83,"127 m of exclusive sewer per property against a 20 m break, and 16 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 0.68 km away",126.67,170.8,20.0,106.67,0.38,3,3.0,15.96,2.225,0,0.675,3.117,1,0,0.199,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S069,69,TANAM,TANAM,onsite,septic/tanker,central,0,G201-p83,"140 m of exclusive sewer per property against a 20 m break, and 16 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 0.17 km away",140.0,188.78,20.0,120.0,0.42,3,3.0,15.96,2.225,0,0.167,2.004,1,0,0.0,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S092,92,TANAM,TANAM,onsite,septic/tanker,central,0,G201-p83,"142 m of exclusive sewer per property against a 20 m break, and 48 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 3.32 km away",142.22,191.78,20.0,122.22,1.28,9,9.0,47.88,6.674,0,3.321,5.383,1,0,0.0,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S151,151,SUWAYDA AL MA,SUWAYDA AL MA,satellite,package plant,central,0,G201-p83,"150 m of exclusive sewer per property against a 20 m break; 200 pe and 31 m3/d sit inside the package-plant band (G201 p83 50-5,000 pe, G203 p96 ~750 m3/d). Compared against connection to the central network, 0.21 km away",149.55,184.95,20.0,129.55,5.78,55,38.648,200.287,31.251,0,0.213,18.152,1,1,1.759,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money. Under 500 m3/d, so a constructed wetland is also open to it (G203 p101) - a treatment-process choice for stage 4, not a system choice",derived,S1
S048,48,-,,onsite,septic/tanker,central,0,G201-p83,"150 m of exclusive sewer per property against a 20 m break, and 11 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 1.09 km away",150.0,202.26,20.0,130.0,0.3,2,2.0,10.64,1.483,0,1.093,3.435,1,0,0.235,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S098,98,AD DIBAYSHI,AD DIBAYSHI,onsite,septic/tanker,central,0,G201-p83,"153 m of exclusive sewer per property against a 20 m break, and 44 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 0.74 km away",152.91,133.49,20.0,132.91,1.5,12,9.81,44.05,11.237,0,0.736,3.742,1,0,0.358,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money. NOTE the population floor and the flow disagree here: 44 people but 11.2 m3/d, so the load is non-domestic. Size the tanker service on the flow (G201 p83 requires access routes and turning radii for it), not on the population",derived,S1
S113,113,-,,onsite,septic/tanker,central,0,G201-p83,"156 m of exclusive sewer per property against a 20 m break, and 23 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 0.20 km away",155.99,110.37,20.0,135.99,0.92,5,5.898,23.238,8.336,0,0.199,1.391,1,0,0.0,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money. NOTE the population floor and the flow disagree here: 23 people but 8.3 m3/d, so the load is non-domestic. Size the tanker service on the flow (G201 p83 requires access routes and turning radii for it), not on the population",derived,S1
S034,34,AL MAKHTIBYAH,AL MAKHTIBYAH,onsite,septic/tanker,central,0,G201-p83,"160 m of exclusive sewer per property against a 20 m break, and 16 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 2.20 km away",160.0,215.75,20.0,140.0,0.48,3,3.0,15.96,2.225,0,2.201,4.004,1,0,0.227,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S082,82,TANAM,TANAM,onsite,septic/tanker,central,0,G201-p83,"160 m of exclusive sewer per property against a 20 m break, and 5 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 2.56 km away",160.0,215.75,20.0,140.0,0.16,1,1.0,5.32,0.742,0,2.56,4.77,1,0,0.059,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S026,26,HAI AL SAADAH -S2,,satellite,package plant,central,0,G201-p83,"163 m of exclusive sewer per property against a 20 m break; 108 pe and 142 m3/d sit inside the package-plant band (G201 p83 50-5,000 pe, G203 p96 ~750 m3/d). Compared against connection to the central network, 4.70 km away",163.03,83.26,20.0,143.03,11.81,94,72.442,108.443,141.839,0,4.696,11.999,1,1,2.922,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money. Under 500 m3/d, so a constructed wetland is also open to it (G203 p101) - a treatment-process choice for stage 4, not a system choice",derived,S1
S110,110,IBRI,IBRI,onsite,septic/tanker,central,0,G201-p83,"171 m of exclusive sewer per property against a 20 m break, and 29 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 0.15 km away",171.17,239.85,20.0,151.17,1.09,6,6.368,28.558,4.544,0,0.151,0.172,1,0,0.239,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S159,159,AL WAHRAH,,onsite,septic/tanker,central,0,G201-p83,"173 m of exclusive sewer per property against a 20 m break, and 8 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 8.02 km away",173.11,102.38,20.0,153.11,0.69,2,3.986,7.746,6.74,0,8.022,18.423,1,0,0.0,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S083,83,TANAM,TANAM,onsite,septic/tanker,central,0,G201-p83,"190 m of exclusive sewer per property against a 20 m break, and 5 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 0.80 km away",190.0,256.2,20.0,170.0,0.19,1,1.0,5.32,0.742,0,0.803,2.233,1,0,0.12,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S093,93,-,,onsite,septic/tanker,central,0,G201-p83,"220 m of exclusive sewer per property against a 20 m break, and 5 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 0.13 km away",220.0,296.65,20.0,200.0,0.22,1,1.0,5.32,0.742,0,0.128,1.722,1,0,0.0,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S014,14,-,,onsite,septic/tanker,central,0,G201-p83,"261 m of exclusive sewer per property against a 20 m break, and 11 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 1.57 km away",261.11,421.9,20.0,241.11,1.68,4,6.434,10.64,3.982,0,1.574,2.719,1,0,0.203,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S173,173,-,,onsite,septic/tanker,central,0,G201-p83,"281 m of exclusive sewer per property against a 20 m break, and 13 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 1.67 km away",280.94,378.83,20.0,260.94,0.69,9,2.456,13.066,1.821,9,1.668,23.318,1,0,2.925,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S055,55,-,,onsite,septic/tanker,central,0,G201-p83,"300 m of exclusive sewer per property against a 20 m break, and 5 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 0.66 km away",300.0,404.53,20.0,280.0,0.3,1,1.0,5.32,0.742,0,0.66,3.031,1,0,0.079,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S134,134,-,,onsite,septic/tanker,central,0,G201-p83,"347 m of exclusive sewer per property against a 20 m break, and 15 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 6.63 km away",346.84,467.69,20.0,326.84,1.01,2,2.912,15.492,2.16,0,6.635,14.862,1,0,0.24,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S038,38,-,,onsite,septic/tanker,central,0,G201-p83,"355 m of exclusive sewer per property against a 20 m break, and 11 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 1.63 km away",355.0,478.69,20.0,335.0,0.71,2,2.0,10.64,1.483,0,1.63,3.766,1,0,0.0,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S025,25,HAI AL SAADAH -S2,,onsite,septic/tanker,central,0,G201-p83,"373 m of exclusive sewer per property against a 20 m break, and 0 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 4.03 km away",372.55,111.84,20.0,352.55,0.57,1,1.53,0.0,5.096,0,4.027,11.062,1,0,0.0,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S033,33,AL MAKHTIBYAH,AL MAKHTIBYAH,onsite,septic/tanker,central,0,G201-p83,"390 m of exclusive sewer per property against a 20 m break, and 5 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 2.58 km away",390.0,525.88,20.0,370.0,0.39,1,1.0,5.32,0.742,0,2.58,4.336,1,0,0.168,10.6,1,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S056,56,-,,onsite,septic/tanker,central,0,G201-p83,"460 m of exclusive sewer per property against a 20 m break, and 11 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 0.41 km away",460.0,620.27,20.0,440.0,0.92,2,2.0,10.64,1.483,0,0.415,2.873,1,0,0.199,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S080,80,TANAM,TANAM,onsite,septic/tanker,central,0,G201-p83,"560 m of exclusive sewer per property against a 20 m break, and 5 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 0.80 km away",560.0,755.12,20.0,540.0,0.56,1,1.0,5.32,0.742,0,0.8,2.452,1,0,0.174,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S158,158,AL WAHRAH,AL WAHRAH,onsite,septic/tanker,central,0,G201-p83,"563 m of exclusive sewer per property against a 20 m break, and 8 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 8.28 km away",563.19,759.41,20.0,543.19,0.82,1,1.456,7.746,1.08,0,8.28,18.878,1,0,0.0,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S020,20,SAYH AL MASARRAT,SAYH AL MASARRAT,onsite,septic/tanker,central,0,G201-p83,"625 m of exclusive sewer per property against a 20 m break, and 8 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 0.56 km away",625.0,842.76,20.0,605.0,0.91,1,1.456,7.746,1.08,0,0.56,5.3,1,0,0.114,33.5,2,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S008,8,ALSHARYAH,,onsite,septic/tanker,central,0,G201-p83,"880 m of exclusive sewer per property against a 20 m break, and 39 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 2.83 km away",880.49,1187.28,20.0,860.49,6.41,10,7.28,38.73,5.399,10,2.835,5.99,1,0,0.085,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
S131,131,-,,onsite,septic/tanker,central,0,G201-p83,"1085 m of exclusive sewer per property against a 20 m break, and 0 people - below the 50-inhabitant floor for any plant (G201 p83), so septic tank to the OPSDC or a holding tank emptied by tanker. Compared against connection to the central network, 0.54 km away",1084.97,325.72,20.0,1064.97,1.66,1,1.53,0.0,5.096,0,0.537,8.161,1,0,0.59,0.0,0,"NPV over 25 years at 5 % (G201 p96 sec 12.4) decides this against connection; Renardet unit rates not yet held, so the ratio stands in for the money",derived,S1
